id,action
1,0.9466299092056384
2,0.941992230998592
3,0.9425015678617847
4,0.941992230998592
5,0.9435528233099095
6,0.941992230998592
7,0.9435528233099095
8,0.9399919814995956
9,0.9402611361948584
10,0.9400965324324481
11,0.944787157636181
12,0.9479082003364686
13,0.9402611361948584
14,0.9402611361948584
15,0.941992230998592
16,0.9425015678617847
17,0.9402611361948584
18,0.944787157636181
19,0.9435528233099095
20,0.941992230998592
21,0.9445987308060301
22,0.9400204982601043
23,0.9402611361948584
24,0.9428979207452939
25,0.9402611361948584
26,0.941992230998592
27,0.9402611361948584
28,0.9428979207452939
29,0.9425015678617847
30,0.9402611361948584
31,0.9465286524265618
32,0.9425015678617847
33,0.9435528233099095
34,0.9435528233099095
35,0.9465286524265618
36,0.9402611361948584
37,0.9435528233099095
38,0.9448258721918269
39,0.9402611361948584
40,0.9402611361948584
41,0.9402611361948584
42,0.941992230998592
43,0.9466299092056384
44,0.9404704181555636
45,0.9451834258064664
46,0.9478228318297551
47,0.941992230998592
48,0.9466299092056384
49,0.9464857808906607
50,0.9402611361948584
51,0.9414922419580257
52,0.9479082003364686
53,0.9479082003364686
54,0.9402611361948584
55,0.941992230998592
56,0.9466299092056384
57,0.9404704181555636
58,0.9425015678617847
59,0.9402611361948584
60,0.941992230998592
61,0.941992230998592
62,0.9466882263861904
63,0.9402611361948584
64,0.9435528233099095
65,0.9470575206773139
66,0.941992230998592
67,0.9402611361948584
68,0.941992230998592
69,0.9467972346620538
70,0.9402611361948584
71,0.9425015678617847
72,0.941992230998592
73,0.9402611361948584
74,0.9430768588666965
75,0.941992230998592
76,0.9402611361948584
77,0.9425015678617847
78,0.9435528233099095
79,0.941992230998592
80,0.9428979207452939
81,0.941992230998592
82,0.944787157636181
83,0.9402611361948584
84,0.9435528233099095
85,0.941992230998592
86,0.9466299092056384
87,0.941992230998592
88,0.9483238930707648
89,0.9425015678617847
90,0.9402611361948584
91,0.9425015678617847
92,0.941992230998592
93,0.9435528233099095
94,0.944787157636181
95,0.9400965324324481
96,0.9402611361948584
97,0.944787157636181
98,0.9402611361948584
99,0.941992230998592
100,0.9405898886761533
101,0.949553833083703
102,0.941992230998592
103,0.944787157636181
104,0.9402611361948584
105,0.9400204982601043
106,0.9400204982601043
107,0.941992230998592
108,0.9435347440743695
109,0.941992230998592
110,0.9428979207452939
111,0.944787157636181
112,0.941992230998592
113,0.944787157636181
114,0.941992230998592
115,0.941992230998592
116,0.9465286524265618
117,0.9465286524265618
118,0.941992230998592
119,0.9400204982601043
120,0.941992230998592
121,0.9402611361948584
122,0.9435528233099095
123,0.9402611361948584
124,0.941992230998592
125,0.941992230998592
126,0.9400965324324481
127,0.941992230998592
128,0.9402611361948584
129,0.9402611361948584
130,0.9402611361948584
131,0.9435528233099095
132,0.9466814585149266
133,0.944787157636181
134,0.9402611361948584
135,0.941992230998592
136,0.9467972346620538
137,0.9430768588666965
138,0.9435528233099095
139,0.9402611361948584
140,0.9425015678617847
141,0.9457747031861852
142,0.9402611361948584
143,0.9435528233099095
144,0.9402611361948584
145,0.941992230998592
146,0.9402611361948584
147,0.941992230998592
148,0.9400965324324481
149,0.9425015678617847
150,0.941992230998592
151,0.941992230998592
152,0.9435528233099095
153,0.9435528233099095
154,0.9435347440743695
155,0.9428979207452939
156,0.9467972346620538
157,0.941992230998592
158,0.941992230998592
159,0.941992230998592
160,0.9425015678617847
161,0.941992230998592
162,0.941992230998592
163,0.9402611361948584
164,0.944787157636181
165,0.9402611361948584
166,0.941992230998592
167,0.9435347440743695
168,0.9435347440743695
169,0.9466814585149266
170,0.9402611361948584
171,0.941992230998592
172,0.9402611361948584
173,0.9425015678617847
174,0.941992230998592
175,0.941992230998592
176,0.9435528233099095
177,0.9466299092056384
178,0.941992230998592
179,0.9457747031861852
180,0.941992230998592
181,0.9402611361948584
182,0.9402611361948584
183,0.9402611361948584
184,0.941992230998592
185,0.941992230998592
186,0.9420260276824272
187,0.9425015678617847
188,0.9466299092056384
189,0.9435528233099095
190,0.9435528233099095
191,0.941992230998592
192,0.9402611361948584
193,0.9435528233099095
194,0.9405898886761533
195,0.941992230998592
196,0.941992230998592
197,0.941992230998592
198,0.9479082003364686
199,0.941992230998592
200,0.944787157636181
201,0.9402611361948584
202,0.9402611361948584
203,0.9402611361948584
204,0.9435347440743695
205,0.9402611361948584
206,0.941992230998592
207,0.9479082003364686
208,0.944787157636181
209,0.9466299092056384
210,0.9435528233099095
211,0.9425015678617847
212,0.9402611361948584
213,0.9402611361948584
214,0.9435528233099095
215,0.9435347440743695
216,0.9467972346620538
217,0.9400965324324481
218,0.9425015678617847
219,0.941992230998592
220,0.9479082003364686
221,0.9402611361948584
222,0.9425015678617847
223,0.9402611361948584
224,0.9402611361948584
225,0.9435528233099095
226,0.9467972346620538
227,0.9402611361948584
228,0.9479082003364686
229,0.9425015678617847
230,0.9420260276824272
231,0.944787157636181
232,0.9400204982601043
233,0.941992230998592
234,0.941992230998592
235,0.9467972346620538
236,0.9402611361948584
237,0.944787157636181
238,0.9430768588666965
239,0.944787157636181
240,0.9465286524265618
241,0.9402611361948584
242,0.9466299092056384
243,0.9402611361948584
244,0.9435347440743695
245,0.9402611361948584
246,0.9456326834624122
247,0.9414922419580257
248,0.941992230998592
249,0.941992230998592
250,0.9420260276824272
251,0.941992230998592
252,0.9402611361948584
253,0.9402611361948584
254,0.9402611361948584
255,0.9402611361948584
256,0.9402611361948584
257,0.941992230998592
258,0.9402611361948584
259,0.941992230998592
260,0.9435528233099095
261,0.941992230998592
262,0.9402611361948584
263,0.9402611361948584
264,0.941992230998592
265,0.9402611361948584
266,0.944787157636181
267,0.9465286524265618
268,0.941992230998592
269,0.941992230998592
270,0.9479082003364686
271,0.9465286524265618
272,0.9402611361948584
273,0.9435528233099095
274,0.941992230998592
275,0.9435528233099095
276,0.941992230998592
277,0.9402611361948584
278,0.9402611361948584
279,0.9402611361948584
280,0.9435347440743695
281,0.9435528233099095
282,0.941992230998592
283,0.9402611361948584
284,0.9467972346620538
285,0.941992230998592
286,0.9435528233099095
287,0.9439510968724913
288,0.941992230998592
289,0.9402611361948584
290,0.9402611361948584
291,0.9402611361948584
292,0.9425015678617847
293,0.9425015678617847
294,0.9425015678617847
295,0.9400204982601043
296,0.944787157636181
297,0.9402611361948584
298,0.9400204982601043
299,0.944787157636181
300,0.941992230998592
301,0.9402611361948584
302,0.941992230998592
303,0.9400965324324481
304,0.944787157636181
305,0.9425015678617847
306,0.9435347440743695
307,0.941992230998592
308,0.9448258721918269
309,0.9478228318297551
310,0.941992230998592
311,0.9402611361948584
312,0.9402611361948584
313,0.944787157636181
314,0.9402611361948584
315,0.9402611361948584
316,0.9435528233099095
317,0.941992230998592
318,0.9414922419580257
319,0.944787157636181
320,0.9479082003364686
321,0.941992230998592
322,0.944787157636181
323,0.941992230998592
324,0.941992230998592
325,0.941992230998592
326,0.9402611361948584
327,0.9439510968724913
328,0.9479082003364686
329,0.941992230998592
330,0.9479082003364686
331,0.941992230998592
332,0.9405898886761533
333,0.9478228318297551
334,0.9402611361948584
335,0.9425015678617847
336,0.944787157636181
337,0.9402611361948584
338,0.941992230998592
339,0.9451834258064664
340,0.9402611361948584
341,0.9414922419580257
342,0.9430768588666965
343,0.9402611361948584
344,0.941992230998592
345,0.9439510968724913
346,0.9483238930707648
347,0.941992230998592
348,0.9466299092056384
349,0.9435528233099095
350,0.941992230998592
351,0.941992230998592
352,0.9411374498679815
353,0.9425015678617847
354,0.9400204982601043
355,0.9479082003364686
356,0.941992230998592
357,0.9435347440743695
358,0.9466299092056384
359,0.9430768588666965
360,0.9402611361948584
361,0.9435528233099095
362,0.9414922419580257
363,0.941992230998592
364,0.9400204982601043
365,0.9400204982601043
366,0.941992230998592
367,0.9435528233099095
368,0.941992230998592
369,0.944787157636181
370,0.9414922419580257
371,0.9402611361948584
372,0.941992230998592
373,0.9402611361948584
374,0.9425015678617847
375,0.941992230998592
376,0.941992230998592
377,0.9402611361948584
378,0.9425015678617847
379,0.9435528233099095
380,0.944787157636181
381,0.9402611361948584
382,0.9466299092056384
383,0.9411374498679815
384,0.941992230998592
385,0.9402611361948584
386,0.9425015678617847
387,0.949553833083703
388,0.9402611361948584
389,0.9411204533483651
390,0.9402611361948584
391,0.941992230998592
392,0.9439510968724913
393,0.941992230998592
394,0.9435528233099095
395,0.944787157636181
396,0.9459242050162692
397,0.941992230998592
398,0.941992230998592
399,0.9446265370188245
400,0.9402611361948584
401,0.9425015678617847
402,0.9400204982601043
403,0.9459242050162692
404,0.9425015678617847
405,0.9435528233099095
406,0.9400965324324481
407,0.9425015678617847
408,0.9425015678617847
409,0.9402611361948584
410,0.9466299092056384
411,0.9435528233099095
412,0.944787157636181
413,0.9402611361948584
414,0.9400965324324481
415,0.941992230998592
416,0.949553833083703
417,0.9402611361948584
418,0.9402611361948584
419,0.9402611361948584
420,0.9425015678617847
421,0.9466882263861904
422,0.9402611361948584
423,0.9402611361948584
424,0.9402611361948584
425,0.941992230998592
426,0.941992230998592
427,0.9414922419580257
428,0.9428979207452939
429,0.9402611361948584
430,0.9435528233099095
431,0.941992230998592
432,0.941992230998592
433,0.944787157636181
434,0.944787157636181
435,0.9402611361948584
436,0.9464857808906607
437,0.9402611361948584
438,0.941992230998592
439,0.9402611361948584
440,0.9435528233099095
441,0.9425015678617847
442,0.941992230998592
443,0.9400204982601043
444,0.941992230998592
445,0.9402611361948584
446,0.9465286524265618
447,0.9402611361948584
448,0.9400204982601043
449,0.9435528233099095
450,0.949553833083703
451,0.941992230998592
452,0.9428979207452939
453,0.941992230998592
454,0.9402611361948584
455,0.9402611361948584
456,0.941992230998592
457,0.9424150998533619
458,0.9402611361948584
459,0.9402611361948584
460,0.9402611361948584
461,0.9402611361948584
462,0.9402611361948584
463,0.9400965324324481
464,0.9402611361948584
465,0.9478228318297551
466,0.9479082003364686
467,0.949553833083703
468,0.9402611361948584
469,0.941992230998592
470,0.9425015678617847
471,0.9428979207452939
472,0.9402611361948584
473,0.9483238930707648
474,0.941992230998592
475,0.941992230998592
476,0.9402611361948584
477,0.9425015678617847
478,0.9465286524265618
479,0.9402611361948584
480,0.9402611361948584
481,0.9402611361948584
482,0.9428979207452939
483,0.9435528233099095
484,0.9430768588666965
485,0.941992230998592
486,0.9435347440743695
487,0.9402611361948584
488,0.9435528233099095
489,0.9402611361948584
490,0.9435347440743695
491,0.9466299092056384
492,0.9402611361948584
493,0.941992230998592
494,0.9402611361948584
495,0.9402611361948584
496,0.9439510968724913
497,0.9402611361948584
498,0.9479082003364686
499,0.9425015678617847
500,0.9425015678617847
501,0.9425015678617847
502,0.9402611361948584
503,0.941992230998592
504,0.9402611361948584
505,0.9479082003364686
506,0.9435528233099095
507,0.941992230998592
508,0.941992230998592
509,0.9405898886761533
510,0.9414922419580257
511,0.9402611361948584
512,0.9435528233099095
513,0.9402611361948584
514,0.944787157636181
515,0.9400965324324481
516,0.9478228318297551
517,0.941992230998592
518,0.9435528233099095
519,0.9402611361948584
520,0.9402611361948584
521,0.9442925448478972
522,0.9400204982601043
523,0.9402611361948584
524,0.9414922419580257
