id,action
1,0.8196527530198162
2,0.9785900817708308
3,0.9654594487751319
4,0.9587922348642152
5,0.9929549081705794
6,0.980050301688064
7,0.9817749494419091
8,0.9869443991267982
9,0.9070801901956249
10,0.9440200906179886
11,0.8888258414618647
12,0.9455499862661174
13,0.9231256938261794
14,0.9180998197597968
15,0.9502353520479138
16,0.9726626780455593
17,0.9031014407781901
18,0.9126395917367041
19,0.9707988490664026
20,0.9393204781074874
21,0.9580982543152629
22,0.9698491220638158
23,0.9304177404986826
24,0.945642997186313
25,0.9465795960594753
26,0.9387810836480718
27,0.9601724342198056
28,0.8008561919516447
29,0.9753507980364858
30,0.9401415390883586
31,0.9753329648943664
32,0.9418644289377521
33,0.9589987142298914
34,0.9867252413749147
35,0.9753329648943664
36,0.9568533272660315
37,0.9663631255532905
38,0.9498917256115524
39,0.9096572683985473
40,0.909667851731789
41,0.8824983032679932
42,0.9480865638071667
43,0.9589493393972486
44,0.9787998572087807
45,0.9519028506456564
46,0.9262070349580024
47,0.9663481727588047
48,0.9328653727835324
49,0.9907227743589923
50,0.9669064434971993
51,0.9673695974548927
52,0.9796895013514587
53,0.9780844005052544
54,0.9764410162702776
55,0.8811510498459967
56,0.8196527530198162
57,0.966303361431453
58,0.989069382836443
59,0.965639117055575
60,0.9496781971540275
61,0.9723322196529668
62,0.9247990525074146
63,0.9375308816856853
64,0.9696690604613267
65,0.981596919694146
66,0.963745779108383
67,0.9256843165989495
68,0.9852948438009479
69,0.9276337956874029
70,0.9090504387549903
71,0.9316884899721796
72,0.9662373269568536
73,0.9698385254642289
74,0.9786159797432284
75,0.9725449182786554
76,0.9883873598663396
77,0.9601334610434605
78,0.8924122329051398
79,0.9389775320893633
80,0.9498366182753306
81,0.9401636086821811
82,0.9504418257605937
83,0.9825616069729936
84,0.9843898146214769
85,0.9182753827694381
86,0.8461393662283743
87,0.9549365183234134
88,0.9596434062421444
89,0.9620632754176287
90,0.9440442388666284
91,0.9418644289377521
92,0.9472174766238826
93,0.985663128080022
94,0.8780597803861505
95,0.9708653218529616
96,0.9147992599715383
97,0.8888258414618647
98,0.9692833604368051
99,0.963745779108383
100,0.9605849434430082
101,0.9475614653876809
102,0.9473189083139106
103,0.9184031681912891
104,0.8962930089625483
105,0.8620171271159353
106,0.9860387276170867
107,0.9764718187259778
108,0.916958410324734
109,0.9690845821123926
110,0.9583425560104365
111,0.7998310806790705
112,0.9735326831422237
113,0.9280345741950027
114,0.9507190188762937
115,0.9525925188629581
116,0.9711023347305052
117,0.9753329648943664
118,0.9660990126357827
119,0.9884053987585586
120,0.9550822283101467
121,0.9539378736066488
122,0.9546927520269741
123,0.9440677150065844
124,0.9634925618468752
125,0.9389775320893633
126,0.9358540915772033
127,0.8680572036553005
128,0.9129319564149658
129,0.9148588290168225
130,0.9534442150699329
131,0.9867848781035217
132,0.9693215221214986
133,0.9126395917367041
134,0.9148588290168225
135,0.972787161871307
136,0.9276337956874029
137,0.9734242865206499
138,0.9546927520269741
139,0.9147992599715383
140,0.9734737815421499
141,0.9205285955400339
142,0.9616794629436186
143,0.9870417555735166
144,0.9727054532834429
145,0.9786574370010418
146,0.8485373705062447
147,0.8996145686033366
148,0.9151917172439661
149,0.9796481113110751
150,0.9627182961352949
151,0.9643078483259028
152,0.9379346224666408
153,0.9627484735298654
154,0.916958410324734
155,0.938633851347562
156,0.9374707277454075
157,0.9182753827694381
158,0.9642200790116832
159,0.8991724638118402
160,0.9742787439098863
161,0.8369917868459025
162,0.9698667627929656
163,0.9716903187956434
164,0.9353340058563389
165,0.9742683661572749
166,0.9761646254381323
167,0.9342891920661448
168,0.9281812667995919
169,0.950135399013311
170,0.9840537439903962
171,0.9643078483259028
172,0.9517267859875718
173,0.9538535307667209
174,0.9553955708605935
175,0.937918469193787
176,0.9895081631468252
177,0.9328653727835324
178,0.9662564714508476
179,0.9580454244932556
180,0.8996145686033366
181,0.8972314934068563
182,0.9534442150699329
183,0.954695958086898
184,0.9080554459723605
185,0.9730122063061418
186,0.9546133575059826
187,0.9609680406876466
188,0.9477307334766181
189,0.8322961278503554
190,0.9732074591561504
191,0.9852948438009479
192,0.9147992599715383
193,0.9896536426835898
194,0.9725456458547698
195,0.9055668249328273
196,0.9875792541088622
197,0.9622569662089014
198,0.9594022885708778
199,0.9662373269568536
200,0.8519672456529843
201,0.9566995869629181
202,0.9504489670121677
203,0.922679919553581
204,0.9281812667995919
205,0.9723876434081888
206,0.9307019369048554
207,0.9778267905072424
208,0.9184031681912891
209,0.7927550138712092
210,0.8925173393844837
211,0.9669371258326362
212,0.9060980700471939
213,0.975166408719001
214,0.8971319636518481
215,0.9343062037518467
216,0.9383247714945699
217,0.9336097373309449
218,0.9610079864276936
219,0.9464222570086838
220,0.9205388531479578
221,0.9157255496822371
222,0.9886076264611968
223,0.9539378736066488
224,0.8962930089625483
225,0.9798696500075731
226,0.9276337956874029
227,0.8923356056589639
228,0.9638587220851426
229,0.9716112908247954
230,0.9752922337120328
231,0.9241790520270259
232,0.9279853697508363
233,0.9204813279579942
234,0.9154399194556156
235,0.943311186470545
236,0.9110202590572173
237,0.9504418257605937
238,0.9734242865206499
239,0.8888258414618647
240,0.9753329648943664
241,0.9742683661572749
242,0.8196527530198162
243,0.768196559451533
244,0.916958410324734
245,0.9135143779700541
246,0.9792977390945238
247,0.9251761116069567
248,0.9567483887234618
249,0.985560478375027
250,0.97345410239285
251,0.9601772365062481
252,0.9267971127880613
